Nome                                   	Criação                     	Modificação                 	Localização
SecretService.py                       	07/07/2023 - 17:04:06:227400	07/07/2023 - 17:04:06:228400	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\backends\SecretService.py
Windows.py                             	07/07/2023 - 17:04:06:229398	07/07/2023 - 17:04:06:230398	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\backends\Windows.py
__init__.py                            	07/07/2023 - 17:04:06:231397	07/07/2023 - 17:04:06:231397	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\backends\__init__.py
api.py                                 	07/07/2023 - 17:04:06:246397	07/07/2023 - 17:04:06:246397	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\backends\macOS\api.py
__init__.py                            	07/07/2023 - 17:04:06:244399	07/07/2023 - 17:04:06:244399	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\backends\macOS\__init__.py
backend.py                             	07/07/2023 - 17:04:06:250395	07/07/2023 - 17:04:06:250395	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\testing\backend.py
util.py                                	07/07/2023 - 17:04:06:251393	07/07/2023 - 17:04:06:252391	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\testing\util.py
__init__.py                            	07/07/2023 - 17:04:06:248396	07/07/2023 - 17:04:06:248396	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\testing\__init__.py
platform_.py                           	07/07/2023 - 17:04:06:255982	07/07/2023 - 17:04:06:256982	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\util\platform_.py
properties.py                          	07/07/2023 - 17:04:06:257981	07/07/2023 - 17:04:06:258981	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\util\properties.py
__init__.py                            	07/07/2023 - 17:04:06:253980	07/07/2023 - 17:04:06:254983	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\keyring\util\__init__.py
linklockfile.py                        	07/07/2023 - 17:03:48:287534	07/07/2023 - 17:03:48:288534	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\lockfile\linklockfile.py
mkdirlockfile.py                       	07/07/2023 - 17:03:48:283537	07/07/2023 - 17:03:48:283537	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\lockfile\mkdirlockfile.py
pidlockfile.py                         	07/07/2023 - 17:03:48:276101	07/07/2023 - 17:03:48:277100	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\lockfile\pidlockfile.py
sqlitelockfile.py                      	07/07/2023 - 17:03:48:281531	07/07/2023 - 17:03:48:281531	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\lockfile\sqlitelockfile.py
symlinklockfile.py                     	07/07/2023 - 17:03:48:279099	07/07/2023 - 17:03:48:279099	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\lockfile\symlinklockfile.py
__init__.py                            	07/07/2023 - 17:03:48:285536	07/07/2023 - 17:03:48:285536	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\lockfile\__init__.py
more.py                                	07/07/2023 - 17:03:55:857612	07/07/2023 - 17:03:55:858612	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\more_itertools\more.py
recipes.py                             	07/07/2023 - 17:03:55:865476	07/07/2023 - 17:03:55:866477	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\more_itertools\recipes.py
__init__.py                            	07/07/2023 - 17:03:55:852612	07/07/2023 - 17:03:55:853615	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\more_itertools\__init__.py
exceptions.py                          	07/07/2023 - 17:03:47:997686	07/07/2023 - 17:03:47:998684	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\msgpack\exceptions.py
ext.py                                 	07/07/2023 - 17:03:47:999684	07/07/2023 - 17:03:48:000688	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\msgpack\ext.py
fallback.py                            	07/07/2023 - 17:03:48:002682	07/07/2023 - 17:03:48:020502	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\msgpack\fallback.py
__init__.py                            	07/07/2023 - 17:03:47:991688	07/07/2023 - 17:03:47:991688	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\msgpack\__init__.py
markers.py                             	07/07/2023 - 17:03:55:612924	07/07/2023 - 17:03:55:612924	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\markers.py
metadata.py                            	07/07/2023 - 17:03:55:614923	07/07/2023 - 17:03:55:615921	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\metadata.py
requirements.py                        	07/07/2023 - 17:03:55:618921	07/07/2023 - 17:03:55:618921	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\requirements.py
specifiers.py                          	07/07/2023 - 17:03:55:620920	07/07/2023 - 17:03:55:620920	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\specifiers.py
tags.py                                	07/07/2023 - 17:03:55:622919	07/07/2023 - 17:03:55:623918	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\tags.py
utils.py                               	07/07/2023 - 17:03:55:624917	07/07/2023 - 17:03:55:624917	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\utils.py
version.py                             	07/07/2023 - 17:03:55:626920	07/07/2023 - 17:03:55:627915	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\version.py
_elffile.py                            	07/07/2023 - 17:03:55:600933	07/07/2023 - 17:03:55:600933	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\_elffile.py
_manylinux.py                          	07/07/2023 - 17:03:55:602931	07/07/2023 - 17:03:55:602931	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\_manylinux.py
_musllinux.py                          	07/07/2023 - 17:03:55:604930	07/07/2023 - 17:03:55:604930	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\_musllinux.py
_parser.py                             	07/07/2023 - 17:03:55:606928	07/07/2023 - 17:03:55:606928	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\_parser.py
_structures.py                         	07/07/2023 - 17:03:55:608927	07/07/2023 - 17:03:55:608927	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\_structures.py
_tokenizer.py                          	07/07/2023 - 17:03:55:610926	07/07/2023 - 17:03:55:610926	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\_tokenizer.py
__init__.py                            	07/07/2023 - 17:03:55:598935	07/07/2023 - 17:03:55:598935	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\packaging\__init__.py
ANSI.py                                	07/07/2023 - 17:03:55:157104	07/07/2023 - 17:03:55:157104	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\ANSI.py
exceptions.py                          	07/07/2023 - 17:03:55:171053	07/07/2023 - 17:03:55:172053	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\exceptions.py
expect.py                              	07/07/2023 - 17:03:55:174053	07/07/2023 - 17:03:55:175051	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\expect.py
fdpexpect.py                           	07/07/2023 - 17:03:55:178050	07/07/2023 - 17:03:55:178050	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\fdpexpect.py
FSM.py                                 	07/07/2023 - 17:03:55:159060	07/07/2023 - 17:03:55:160062	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\FSM.py
popen_spawn.py                         	07/07/2023 - 17:03:55:180048	07/07/2023 - 17:03:55:181048	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\popen_spawn.py
pty_spawn.py                           	07/07/2023 - 17:03:55:184045	07/07/2023 - 17:03:55:185048	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\pty_spawn.py
pxssh.py                               	07/07/2023 - 17:03:55:187046	07/07/2023 - 17:03:55:188043	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\pxssh.py
replwrap.py                            	07/07/2023 - 17:03:55:191041	07/07/2023 - 17:03:55:192041	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\replwrap.py
run.py                                 	07/07/2023 - 17:03:55:194040	07/07/2023 - 17:03:55:194040	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\run.py
screen.py                              	07/07/2023 - 17:03:55:197037	07/07/2023 - 17:03:55:197037	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\screen.py
spawnbase.py                           	07/07/2023 - 17:03:55:199036	07/07/2023 - 17:03:55:200037	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\spawnbase.py
utils.py                               	07/07/2023 - 17:03:55:202034	07/07/2023 - 17:03:55:203034	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\utils.py
_async.py                              	07/07/2023 - 17:03:55:165058	07/07/2023 - 17:03:55:166057	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\_async.py
__init__.py                            	07/07/2023 - 17:03:55:162059	07/07/2023 - 17:03:55:162059	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pexpect\__init__.py
__init__.py                            	07/07/2023 - 16:50:44:312272	07/07/2023 - 16:50:44:312272	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\__init__.py
__main__.py                            	07/07/2023 - 16:50:44:315271	07/07/2023 - 16:50:44:315271	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\__main__.py
build_env.py                           	07/07/2023 - 16:50:44:337476	07/07/2023 - 16:50:44:337476	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\build_env.py
cache.py                               	07/07/2023 - 16:50:44:339484	07/07/2023 - 16:50:44:339484	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cache.py
configuration.py                       	07/07/2023 - 16:50:44:341482	07/07/2023 - 16:50:44:342482	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\configuration.py
exceptions.py                          	07/07/2023 - 16:50:44:344481	07/07/2023 - 16:50:44:344481	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\exceptions.py
main.py                                	07/07/2023 - 16:50:44:346478	07/07/2023 - 16:50:44:347476	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\main.py
pyproject.py                           	07/07/2023 - 16:50:44:349474	07/07/2023 - 16:50:44:349474	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\pyproject.py
self_outdated_check.py                 	07/07/2023 - 16:50:44:351475	07/07/2023 - 16:50:44:351475	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\self_outdated_check.py
wheel_builder.py                       	07/07/2023 - 16:50:44:353475	07/07/2023 - 16:50:44:354474	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\wheel_builder.py
__init__.py                            	07/07/2023 - 16:50:44:319414	07/07/2023 - 16:50:44:319414	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\__init__.py
autocompletion.py                      	07/07/2023 - 16:50:44:358471	07/07/2023 - 16:50:44:359471	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\autocompletion.py
base_command.py                        	07/07/2023 - 16:50:44:360469	07/07/2023 - 16:50:44:361470	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\base_command.py
cmdoptions.py                          	07/07/2023 - 16:50:44:362468	07/07/2023 - 16:50:44:363466	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\cmdoptions.py
command_context.py                     	07/07/2023 - 16:50:44:365465	07/07/2023 - 16:50:44:365465	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\command_context.py
main.py                                	07/07/2023 - 16:50:44:367465	07/07/2023 - 16:50:44:367465	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\main.py
main_parser.py                         	07/07/2023 - 16:50:44:369465	07/07/2023 - 16:50:44:369465	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\main_parser.py
parser.py                              	07/07/2023 - 16:50:44:371464	07/07/2023 - 16:50:44:371464	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\parser.py
progress_bars.py                       	07/07/2023 - 16:50:44:373462	07/07/2023 - 16:50:44:373462	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\progress_bars.py
req_command.py                         	07/07/2023 - 16:50:44:375460	07/07/2023 - 16:50:44:375460	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\req_command.py
spinners.py                            	07/07/2023 - 16:50:44:377459	07/07/2023 - 16:50:44:377459	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\spinners.py
status_codes.py                        	07/07/2023 - 16:50:44:379457	07/07/2023 - 16:50:44:379457	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\status_codes.py
__init__.py                            	07/07/2023 - 16:50:44:356472	07/07/2023 - 16:50:44:356472	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\cli\__init__.py
cache.py                               	07/07/2023 - 16:50:44:383456	07/07/2023 - 16:50:44:383456	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\cache.py
check.py                               	07/07/2023 - 16:50:44:384455	07/07/2023 - 16:50:44:385454	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\check.py
completion.py                          	07/07/2023 - 16:50:44:386454	07/07/2023 - 16:50:44:387454	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\completion.py
configuration.py                       	07/07/2023 - 16:50:44:388453	07/07/2023 - 16:50:44:389452	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\configuration.py
debug.py                               	07/07/2023 - 16:50:44:390451	07/07/2023 - 16:50:44:391451	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\debug.py
download.py                            	07/07/2023 - 16:50:44:392450	07/07/2023 - 16:50:44:393450	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\download.py
freeze.py                              	07/07/2023 - 16:50:44:394449	07/07/2023 - 16:50:44:395449	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\freeze.py
hash.py                                	07/07/2023 - 16:50:44:396448	07/07/2023 - 16:50:44:397446	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\hash.py
help.py                                	07/07/2023 - 16:50:44:398446	07/07/2023 - 16:50:44:399446	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\help.py
index.py                               	07/07/2023 - 16:50:44:415364	07/07/2023 - 16:50:44:415364	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\index.py
install.py                             	07/07/2023 - 16:50:44:417315	07/07/2023 - 16:50:44:418314	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\install.py
list.py                                	07/07/2023 - 16:50:44:420312	07/07/2023 - 16:50:44:420312	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\list.py
search.py                              	07/07/2023 - 16:50:44:422311	07/07/2023 - 16:50:44:422311	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\search.py
show.py                                	07/07/2023 - 16:50:44:442302	07/07/2023 - 16:50:44:443301	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\show.py
uninstall.py                           	07/07/2023 - 16:50:44:468531	07/07/2023 - 16:50:44:468531	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\uninstall.py
wheel.py                               	07/07/2023 - 16:50:44:495330	07/07/2023 - 16:50:44:495330	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\wheel.py
__init__.py                            	07/07/2023 - 16:50:44:381457	07/07/2023 - 16:50:44:381457	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\commands\__init__.py
base.py                                	07/07/2023 - 16:50:44:509321	07/07/2023 - 16:50:44:510320	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\distributions\base.py
installed.py                           	07/07/2023 - 16:50:44:512319	07/07/2023 - 16:50:44:512319	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\distributions\installed.py
sdist.py                               	07/07/2023 - 16:50:44:514318	07/07/2023 - 16:50:44:514318	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\distributions\sdist.py
wheel.py                               	07/07/2023 - 16:50:44:516317	07/07/2023 - 16:50:44:517316	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\distributions\wheel.py
__init__.py                            	07/07/2023 - 16:50:44:507322	07/07/2023 - 16:50:44:507322	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\distributions\__init__.py
collector.py                           	07/07/2023 - 16:50:44:521313	07/07/2023 - 16:50:44:522313	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\index\collector.py
package_finder.py                      	07/07/2023 - 16:50:44:524311	07/07/2023 - 16:50:44:525311	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\index\package_finder.py
sources.py                             	07/07/2023 - 16:50:44:527309	07/07/2023 - 16:50:44:527309	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\index\sources.py
__init__.py                            	07/07/2023 - 16:50:44:518316	07/07/2023 - 16:50:44:519315	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\index\__init__.py
base.py                                	07/07/2023 - 16:50:44:538302	07/07/2023 - 16:50:44:539302	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\locations\base.py
_distutils.py                          	07/07/2023 - 16:50:44:533306	07/07/2023 - 16:50:44:533306	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\locations\_distutils.py
_sysconfig.py                          	07/07/2023 - 16:50:44:536304	07/07/2023 - 16:50:44:536304	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\locations\_sysconfig.py
__init__.py                            	07/07/2023 - 16:50:44:530307	07/07/2023 - 16:50:44:530307	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\locations\__init__.py
base.py                                	07/07/2023 - 16:50:44:543301	07/07/2023 - 16:50:44:543301	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\metadata\base.py
pkg_resources.py                       	07/07/2023 - 16:50:44:545298	07/07/2023 - 16:50:44:545298	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\metadata\pkg_resources.py
__init__.py                            	07/07/2023 - 16:50:44:541307	07/07/2023 - 16:50:44:541307	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\metadata\__init__.py
candidate.py                           	07/07/2023 - 16:50:44:550299	07/07/2023 - 16:50:44:550299	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\candidate.py
direct_url.py                          	07/07/2023 - 16:50:44:552294	07/07/2023 - 16:50:44:553294	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\direct_url.py
format_control.py                      	07/07/2023 - 16:50:44:555292	07/07/2023 - 16:50:44:556292	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\format_control.py
index.py                               	07/07/2023 - 16:50:44:558291	07/07/2023 - 16:50:44:558291	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\index.py
link.py                                	07/07/2023 - 16:50:44:559291	07/07/2023 - 16:50:44:560288	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\link.py
scheme.py                              	07/07/2023 - 16:50:44:561289	07/07/2023 - 16:50:44:562289	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\scheme.py
search_scope.py                        	07/07/2023 - 16:50:44:563288	07/07/2023 - 16:50:44:564286	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\search_scope.py
selection_prefs.py                     	07/07/2023 - 16:50:44:565286	07/07/2023 - 16:50:44:566285	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\selection_prefs.py
target_python.py                       	07/07/2023 - 16:50:44:567285	07/07/2023 - 16:50:44:568284	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\target_python.py
wheel.py                               	07/07/2023 - 16:50:44:569283	07/07/2023 - 16:50:44:570283	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\wheel.py
__init__.py                            	07/07/2023 - 16:50:44:547297	07/07/2023 - 16:50:44:548297	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\models\__init__.py
auth.py                                	07/07/2023 - 16:50:44:574281	07/07/2023 - 16:50:44:574281	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\network\auth.py
cache.py                               	07/07/2023 - 16:50:44:576280	07/07/2023 - 16:50:44:576280	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\network\cache.py
download.py                            	07/07/2023 - 16:50:44:578707	07/07/2023 - 16:50:44:578707	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\network\download.py
lazy_wheel.py                          	07/07/2023 - 16:50:44:580711	07/07/2023 - 16:50:44:580711	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\network\lazy_wheel.py
session.py                             	07/07/2023 - 16:50:44:582714	07/07/2023 - 16:50:44:583709	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\network\session.py
utils.py                               	07/07/2023 - 16:50:44:584708	07/07/2023 - 16:50:44:584708	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\network\utils.py
xmlrpc.py                              	07/07/2023 - 16:50:44:593705	07/07/2023 - 16:50:44:593705	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\network\xmlrpc.py
__init__.py                            	07/07/2023 - 16:50:44:572283	07/07/2023 - 16:50:44:572283	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\network\__init__.py
check.py                               	07/07/2023 - 16:50:44:597702	07/07/2023 - 16:50:44:597702	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\check.py
freeze.py                              	07/07/2023 - 16:50:44:599703	07/07/2023 - 16:50:44:600699	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\freeze.py
prepare.py                             	07/07/2023 - 16:50:44:602697	07/07/2023 - 16:50:44:602697	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\prepare.py
__init__.py                            	07/07/2023 - 16:50:44:595702	07/07/2023 - 16:50:44:595702	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\__init__.py
metadata.py                            	07/07/2023 - 16:50:44:606698	07/07/2023 - 16:50:44:607697	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\build\metadata.py
metadata_editable.py                   	07/07/2023 - 16:50:44:608697	07/07/2023 - 16:50:44:609697	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\build\metadata_editable.py
metadata_legacy.py                     	07/07/2023 - 16:50:44:610696	07/07/2023 - 16:50:44:611695	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\build\metadata_legacy.py
wheel.py                               	07/07/2023 - 16:50:44:612694	07/07/2023 - 16:50:44:613695	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\build\wheel.py
wheel_editable.py                      	07/07/2023 - 16:50:44:615693	07/07/2023 - 16:50:44:615693	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\build\wheel_editable.py
wheel_legacy.py                        	07/07/2023 - 16:50:44:616692	07/07/2023 - 16:50:44:617691	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\build\wheel_legacy.py
__init__.py                            	07/07/2023 - 16:50:44:604699	07/07/2023 - 16:50:44:604699	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\build\__init__.py
editable_legacy.py                     	07/07/2023 - 16:50:44:621689	07/07/2023 - 16:50:44:621689	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\pip\_internal\operations\install\editable_legacy.py
